artDate,year,intern_id,content
07/01-05/31,109,6,這週有遇到一個比較特別的事情，就是在沖銷的時候有一個客戶的帳對不起來，因為這個客戶每次都會有折讓要扣，但負責的人之前都沒有給我們折讓對應的資料，所以都是以自己對的來沖，以至於現在要沖銷會對不起來，所以我們就去一個一個翻以前沖銷的紀錄來對，就有發現有一個金額多沖，就發信問相關的人是否有少申請。以至於現在他發現都會給我們對應的資料便於沖銷。在這個過程很謝謝姐姐帶著我來一筆一筆對資料並告訴我之後該怎麼做。
07/01-05/31,109,6,這週第一次做到期未付款的資料作業，因為每個月都會總整理看說那些客戶還沒付款、付款了但沒沖掉或是有可以正負相抵的沒沖掉，撈完資料還要發信給所有的業務看，讓他們知道他們負責的客人有哪些款項還沒付款才能催他們付款。還有一個客戶的折讓，可能因為當初負責的人客戶代碼申請錯，所以財務在作帳的時候發現有錯誤，所以只能請負責後台的人直接幫忙做更改。當初我收到信的時候很緊張以為是我打錯了，還好能從後台做更改，應該就不是什麼太大的問題吧。
07/01-05/31,109,6,因為我需要幫忙確認出貨數量跟金額是否跟業助提供的資料一樣，但這週給的資料不一致，所以就發信問他請他做確認，好險有仔細的查看，不然之後才發現的話應該就不好處理了吧。還有很常在打完單之後才被通知料已經轉廠區了，但訂單已經被副理核單了，這樣就會比較麻煩，需要把它先取消之後，再重新打單。如果料不多就還好，但遇到很多料的話，要仔細對數量、金額、採購單號碼對不對，很容易會對到眼花，不過換個方式思考這能夠培養細心度。
07/01-05/31,109,6,這週遇到比較多的狀況是要打單，但是料號無效，可能就是還沒申請或是申請了但程序還沒跑完，不過在打單的時候不會知道，所以通常都需要發信問，了解狀況之後就晚一點再去看看可不可以打了。來這邊實習後我覺得能培養耐心和細心度，在等待料號申請好的過程有點煎熬，因為會覺得還有事沒做完的感覺會有點煩悶，在打單的過程遇到比較多料的時候或比較多單的時候，就會告訴自己不要急要仔細檢查不要連複製貼上都會出錯。
07/01-05/31,109,6,這週比較平凡一點在訂單上都沒什麼問題，就跟平常一樣的每天打單、出貨單、折讓單、收料、過帳以及沖銷事宜。也要謝謝姐姐如果遇到任何問題問她，他都會細心地告訴我教我怎麼做，才能這麼順利的上手工作內容，還有主管們也都很好相處，沒有遇到機車或是不好相處的主管，雖然在工作的時候大家不太會聊天，但每當聚餐的時候都對我們很好不會讓人感覺有距離。
07/01-05/31,109,6,這週遇到一個單它有更改單價，但打的單別是外銷單我打完之後副理核完單會拋單在產生一個單別，所以我改完單價之後，需要再發信請副理再重新拋單，不然價錢會不一致，至於不需要拋單的單別的話，即使核過單只要更改單價就可以了，跟更改廠區一樣有拋單的話都會比較麻煩一點，要連同拋單的單別也一起取消再重新下到正確的廠區。雖然我現在實習是做一個小小的業務助理，幫忙打單處理一些雜事，但希望我的經驗能越積越多，在實習前能夠獨當一面，展現全新的自己。
07/01-05/31,109,6,謝謝在我實習的這段時間，幫助我的任何一個人，公司的姐姐、主管、老師、同學，讓我能在實習的這段時間沒出什麼大問題，也很快的就上軌道。也謝謝學校讓我們在最後一年有實習的機會，雖然我們這屆比較特別因為疫情的關係，少了不少工作機會，但我也很幸運地面是上了這間公司，也因為有這個實習機會讓我們能比別人早一點出社會看看在職場工作大概是什麼樣子，也能直接獲取實戰經驗，而不是每天都在學校座位上聽老師講課而已，在學校上課跟出來工作還是有所差異的。
07/01-05/31,109,6,將近年底了，每個人的工作也蠻多的，還有因為跟我一起在這間公司的同學這週去參加校隊比賽請了幾天假，以至於她負責的單需要下週才能打，所以姊姊就叫我先幫忙打，我也沒有覺得不好，因為幫她打單的話時間會過比較快，但也不能太粗心還是要細心的檢查。另外這週是聖誕節通常他們好像中午會一起訂外食，今年是有人去好市多買大家再一起平分，跟大家一起在小會議室裡吃也順便一起聊聊天，是一個很好的用餐時間。
07/01-05/31,109,6,這週是今年的最後一週了，來這實習也已經五個月了。每天日覆一日的打單對系統也越來越熟悉，也越來越了解公司的運作跟程序。也因為年底有些國外客戶放假的時間是我們的元旦這段時間，所以要聯絡客人的話要加緊聯絡，不然週一來上班想聯絡也找不到人。真的很慶幸自己能在疫情發生的這段時間還能面試上這間公司，還有這邊的人真的都很友善，遇到不懂的問題都會有耐心地教我，這應該是我大學四年裡遇到最好的一件事了。
07/01-05/31,109,6,很快的一學期過完了，也在這間公司渡過了一學期，時間真的好快阿。新的一年一樣日覆一日的做打單的工作，但也比當初來這的時候更加熟練了。雖然有時候會沒有單沒什麼事做，但還是要自己找事做，另外有一位經理偶爾會跟大家聊天他真的很搞笑，會讓辦公室的氛圍比較沒有那麼嚴肅，所以跟公司的主管、同事們有比較熟一點，比較會有一點點的互動了。還有這週公司有聚餐本來應該是要在聖誕前後聚的，但因為有主管出差回來所以延後了，這次聚會還有舉辦交換禮物大家準備的都很細心很有巧思，也有認識新竹的同事們，是一個很棒的聚會。
07/01-05/31,109,6,每天其實都做差不多的工作“打單”，也都蠻熟了，這週一不知道為什麼特別多單，打完一張單又接著一張單，印象中手好像都沒有停，不過我覺得這樣很好過得很快很充實，咻一下就準備要下班了，相反的，沒事的話真的太閒蠻無聊的。這週也有進貨大家也都去幫忙搬貨，一直坐在電腦桌前等單打，不如偶爾進貨時去幫忙搬搬貨走一走也不錯。還有要感謝帶我的姐姐讓我能很快的上手，真的是要多操作就會熟練，也希望我微不足到的小小實習生有幫助到他們。
07/01-05/31,109,6,這週三的時候辦公室的人都去開會， 業務跟廠區會發訂單的人也幾乎都去開會了，所以比較少單可以忙裡偷閒，就當一日的接電話小姐，因為還是會有客戶打電話來找業務，所以要幫忙接電話。還有這週有遇到一個比較特別的單，因為數量有問題但業務想先讓廠區備料，但沒有訂單號好像不太能核單也會比較麻煩，所以有先問姐姐，他說可以打單但不要發信給副理核單也先不要發信給廠區，等之後有採購單號後再作的樣子。希望在實習的階段可以遇到一些比較少見的訂單、問題，這樣之後遇到才不會不懂。
07/01-05/31,109,6,一週又過去了，這週也沒什麼特別的事，就是一直做差不多的事，但週五的時候帶我們的姐姐請假，我早上要打折讓單的時候就有遇到問題，我的主管早上也外出，所以等到下午再問我的主管，好像是系統的問題所以才打不了。雖然要問的時候會有點害怕緊張，但其實主管人很好，只是我太過擔心而已。另外，因為他們不在如果有電話的話要幫忙接，但還是會有點電話恐懼，怕打來的人問的問題我不會回答，所以只有幫忙接幾通而已，希望能早點克服這個障礙。
07/01-05/31,109,6,這週有做到一個將近30筆的出貨第一次做這麼多筆，擔心自己會選錯單、數量或料號，所以很仔細的對料號及數量，全部選完後也再重新核對一次，因為如果這個選錯的話會很麻煩所以真的要很細心。還有一個客戶的沖銷都是要跟大陸那邊要明細，不過有一個他給錯但財務已經過帳了，所以只能請他們作廢之後再重新沖一次。其他的時候就跟平常差不多一如往常的打單，有任何問題也會請教姊姊。
07/01-05/31,109,6,這週比較特別因為過年放春假只有上兩天班，也因為要放假所以事情沒那麼多比較輕鬆一點，這也算是從實習開始第一次放這麼多天的假。當然也不能因為要放假就草草了事還是要把分內的工作做好，雖然只有兩天上班天，但有遇到要下一個料號但他的成品料號有三個，所以要發信問相關的人應該要下哪一個。從一開始來的時候不懂說要下哪一個到現在可以自己發現問題去問相關的人，我想我應該也是有進步的吧！
07/01-05/31,109,6,可能因為剛放完連假回來，所以都沒有什麼單。不過有一個客戶的訂單需要我自己去網頁下載採購單傳到我的信箱再進行打單作業，但不知道為什麼我一直登不進去那個網頁，不過負責的業務就登的進去，所以他就先幫我寄到我的信箱。還有在週五的時候幫忙整理倉庫，把不要的線分類好方便拿去轉賣變現，弄完之後就覺得時間過很快。接著又去幫忙重工，這次一樣是檢查鐵片的地方有沒有刮痕，一開始我們檢查的時候被說太嚴格，可以放寬一點拿遠一點看，如果還看的到有刮痕就當作是不良品。在這邊實習除了可以學習到打單的系統偶爾也去幫忙做一些其他的事也是一個累積經驗的方法。
07/01-05/31,109,6,這週也有線材需要重工，但我們檢查了十箱只有一個不良而已，只能說客戶太會選剛好選到一箱比較多不良的。還有一天突然來了一堆事情要做，一月的沖銷、訂單和副總請我幫忙協助打資料，全部一窩蜂地來突然有點不知所措該先做哪一個，後來財務直接來我位置看我做沖銷，雖然有人看一有錯就能指正但他在旁邊看壓力真的很大，我真的手一直狂抖字都寫不好了。所以在這天也讓我重新體會到時間的安排也是很重要的，安排好工作才能井然有序地完成交辦的事項。
07/01-05/31,109,6,這週是最後一次寫週記了，但距離期末還有兩三個月，在這邊也待了快一年了，我覺得我也是有所收穫的吧。因為平常在學校課堂上老師教得都是死的，考試也是背一背就可以了，但實習這一年可以學到課本上沒有的東西，像是企業的系統操作……等等。可以從幫忙重工的工作中，了解到一些平常比較不常甚至不會接觸到的線類，我覺得在接觸這些線類的時候很有趣呢！
07/01-05/31,109,6,在這間公司實習了一年，學到了在學校不會教的系統，是一個很新鮮很特別的經驗這一年也會成為我生涯中一個很特別的回憶與歷練吧！也可能會成為我之後找工作的一個優勢。還有在企業工作後也大致了解到了企業在交易的整個流程，也從中體會到原來談到一個生意背後要做的程序這麼繁雜。還有在這邊落實了職場倫理不遲到早退且服儀端莊，這也是對於工作的一種尊重吧！
07/01-05/31,109,6,在實習間多多少少會需要幫忙接電話，一開始我接到大陸的人打來的時候，可能因為口音的關係他是要找我的，但我以為他是要找別人，還問了別人超丟臉的，所以之後都不敢幫忙接電話了，直到近幾個月偶爾才會幫忙接一下，這可能也是我在這實習中最丟臉的一件事吧。還有在剛來實習的時候有一個禮拜都在幫忙重工，一堆貨被退回需要檢查有沒有不良，真的是永遠都看不完的貨，一種料檢查完後又會有另一批別的料的等著我們檢查。
07/01-05/31,109,6,如果貴企業願意讓我留任我希望能學習船務的工作內容，因為說實話業務助理是人人都能做的，被取代的機會比較高，但船務要知道的事情比較多比較深入，也有很多事情需要記，需要跟船運公司聯絡，安排船或飛機還有要報關，雖然事情會比較多但會的東西比較專業也不會輕易被替代掉吧！
07/01-05/31,109,7,實習至今其實做的事情也都差不多，只是偶爾需要處理一些訂單的問題，目前也都沒有出甚麼大問題，我也盡可能的幫忙讓大家做事都能順利一點，其實這些事情中我最擔心沖帳，因為都是有關於錢的而且金額都很大，很多金額都要跟大陸去要明細之類的，就會很麻煩，所以每次沖帳時都希望撈出來的帳能夠對的上，就能省去很多麻煩了!!
07/01-05/31,109,7,這週相較比上週忙一點，每次只要有NHK要做的話，都會覺得時間過得特別快!而且有有些退貨折讓要打，訂單也蠻多的，但現在因為都熟悉訂單操作了所以做事情效率也都更好了，就算是事情多也都能準時再下班前處理完成，所以還蠻OK的!
07/01-05/31,109,7,這週因為禮拜三我身體不舒服，所以我那天就請假，但隔天一來事情就超多，因為我們分配工作都是自己做自己的東西不會有人幫我做，所以我就隔天整整忙了一天才把請假那天的東西都弄好，雖然有點累啦但身體不舒服也沒辦法，我冬天又是特容易感冒的哈哈。不過還好最後都順利做完了!
07/01-05/31,109,7,上班後總覺得只要過了星期三後時間就會過很快，一個星期好像很快就結束了，這週生病好了感覺活力也充足了許多，至少都不太會沒精神，所以上班精神都算很OK，事情也都做得很快很順利，依樣偶爾幫忙大陸的業務處理一些訂單的問題，也都不是很大的問題所以我自己也能夠去解決，很開心終於有能幫上忙的感覺哈哈
07/01-05/31,109,7,終於到了12月拉!來上班也快滿半年了~跟同事相處互動也越來越好也都比較熟了，這週也一樣都在沖銷，月底月初都很常這樣稍微比較忙一點點，但都還行我到目前也都沒有需要加班的情況，公司還是一如往常的很常請喝飲料下午茶每次都有不一樣的點心能享用，我最愛公司的茶水間了哈哈哈!
07/01-05/31,109,7,這週終於沒什麼NHK要做了，每次做這個都會很趕又很多，又不能做錯都要很小心，因為會引響後面作業處理，所以每次做這個都心很累哈哈，12月最期待的就是月底等跨年!這週比較少大陸也務請我幫忙，不過折讓單還蠻多張的，所以也都在打這些跟訂單。其他這週就是沒什麼大事~
07/01-05/31,109,7,這週也都在打訂單，沒有甚麼特別的事，其實有時候覺得每天工作內容都一樣也有點厭煩，而且最近很常做完事情就沒事做閒到下班，不知道是我作太快還是真的沒什麼事讓我們做哈哈有時候下午都快要睡著了~
07/01-05/31,109,7,原本這周六要去吃聖誕聚餐的，但因為副總去海外出差要隔離所以延到1/8號才要吃聖誕聚餐，我們的聚餐還要玩交換禮物，也因為改期我才有機會參加，因為我是排球校隊，剛好星期五跟六都要大專盃比賽所以趕不回來，希望我能拿到好成績~
07/01-05/31,109,7,禮拜一因為我去比賽的關係所以還是請假，也意外地連放四天哈哈，雖然沒有享受到休假的美好，但還是放了四天之久蠻開心的，來實習後就好想回學校上課，一點都不想早起來上班呢當學生真好!!這週問題比較多的就是大陸的訂單，常常要更改來更改去的所以都會麻煩到我，但還是順利解決了!然後下班後就趕快回去跨年!!
07/01-05/31,109,7,1/8禮拜五晚上我們終於吃了聖誕聚餐還玩交換禮物，下班後大家就一起搭車到餐廳，然後先把禮物放到大桌子上，我們有新竹的竹北辦公室還有新竹的騰耀公司跟我們一起吃聖誕聚餐也一起餐與遊戲，我準備了筋骨按摩槍，算是大家都適用的東西，結果被我另一個實習生抽走哈哈哈，然後帶我們的姊姊居然抽到老闆的五千塊現金，超棒的!!總之吃飯就是好吃又好玩~
07/01-05/31,109,7,很快又到了新的一年，實習也真的滿半年了~這樣尾牙可以參加抽獎哈哈~ 不知道是不是剛跨年，好像新的一年也沒有甚麼特別忙的感覺，可能要到過農曆年得時候才會比較忙吧!!總之先好好把握一下悠閒的時光!
07/01-05/31,109,7,這週也跟平常沒什麼差別就一樣都是打訂單然後對個帳跟沖一些帳就這樣~而且這週也有老闆請的飲料跟下午茶，總覺得在這邊當實習生真的最不怕餓肚子了哈哈，而且倉管阿姨有時候也會削水果給我們吃真的超好的!
07/01-05/31,109,7,好快又到了月底，再來就是期待二月的過年可以放年假領年終啦! 不知道實習生有沒有年終，我的預想是有就很好了不管多或少哈哈，最近發現NHK在星期五做的時候都會有特別多要做甚至要跨到下週一才做得完，所以姐姐都跟我一起做怕我一個人忙不過來，真的很謝謝他!
07/01-05/31,109,7,公司本來2/8要吃尾牙，但因為疫情影響，所以我們就延後到2/28吃尾牙然後是吃萬豪酒店，聽說都吃得不錯而且獎項也很豐富，好期待!這週不太忙，雖然還是很多NHK要做，但還是順利的完成了!
07/01-05/31,109,7,這星期很開心，因為上三天班而已，但因為我們2/15要開工，老闆要發紅包還要請大家吃包場的餐廳吃到飽，所以我就跑回桃園沒幾天，又回來趕上跟他們一起開工，當天就是拜拜拿紅包然後吃飽飯就去老闆家玩，老闆家在公司附近而且又大又高級還一直開酒給大家喝， 然後還一起玩了一些過年會玩的遊戲，真的蠻不錯的!! 
07/01-05/31,109,7,這週大家剛過完農曆新年，大陸也一樣開始上班了，因為放了好多天假，所以心完全收不回來啊!!還超想繼續放假的!但大家還是很厭世的回來面對現實，這週也有進貨所以大家都幫忙提早來公司班或之類的，大陸工廠廠長還請我們喝飲料請到台灣來教我們隨便選結果大家選最貴的星巴克!超棒~
07/01-05/31,109,7,已經很久沒有不良品了這週居然有，我們總共看了一千多條線的外觀，因為有些重複印製的瑕疵被退貨，但看了十箱完全都是好的，看到眼睛都快脫窗哈哈哈，但幸好都是良品沒有更多的不良品，也因此我們實習生又獲得飲料當作獎賞了，因為幫忙看不良品，有時候離開座位去做這些新奇的事也好，才不這麼枯燥乏味!  
07/01-05/31,109,7,這週因為有228連假，所以多放了一天假，假日也去吃了尾牙，雖然剛好卡在228但還是有參與到，同時也更感受到公司的凝聚力，總之是個很好的體驗，眼看實習也快結束了，突然也有點不捨呢，希望能有機會繼續待在這間公司工作，累積更多經驗!!
07/01-05/31,109,7,在年益我學到運用ERP系統還有PLM系統等，我知道學校別的系所有可以考ERP的相關證照，很開心雖然我的系所沒有學到這套系統，但到職場上還是有同事的耐心教導讓我學會使用ERP且到現在已經很熟悉的運用系統了。在職場上也學到更有禮貌地去面對同事主管以及客人，也有能夠處理問題的能力了，雖然學的東西不多但還是有領悟到一些職場上的觀念及職場倫理。
07/01-05/31,109,7,在實習期間令我印象深刻的事就是下學期實習期間，我們公司有聖誕聚餐，還有尾牙春酒等活動，從參與到公司的聚餐活動後發現其實公司規模雖然不大，但卻對員工們都很慷慨，像是聖誕聚餐我們有玩交換禮物，有上限金額，老闆及董事長卻還有讓大家抽更高額的現金，也讓大家都玩得很開心。再來是尾牙春酒，我們獎項人人有獎的現金抽獎就有60幾萬了，還有抽轎車，IPHONE12，最後還有加碼再抽60萬現金，以我們這種小公司福利到這樣連我家人聽到也覺得實在是太大方了!雖然我沒有中大獎，但中獎人都有請客，也讓大家都開開心心的~
07/01-05/31,109,7,若繼續任職這家公司的話，我想學習到業務或船務得工作，因為能夠面對客人還有處理客人的問題，也需要口條及解決事情的能力，對於我們這些年輕學生如果待在身邊一銅幫助學習的話應該也能進步得很快，而船務雖然不用面對客人，但船務的事情也很繁雜，每次看船務的同事都覺得很佩服他自己能夠勝任這個職位所以也想多學習看看!
01/11-01/24,110,8,這是我第一個禮拜上班，我覺得我吸收了很多東西。第一天上班的時候，覺得摩斯的外場根本就是戰場。雖然我之前有在百貨做過收銀的工作，但是完全不能相比。因為我那個時候外場的按鍵很簡單，完全就是小兒科。摩斯的完全就是像在看什麼攻略書一樣。因為他們的按鍵很密以外，早午餐的按鍵也不一樣。單純飲料的話，早上如果搭配套餐的紅茶是25，但是如果你早餐時間來單點飲料的話是40。變成我除了認按鍵外，我也同時知道客人的需求。   再來就是喊餐，因為我們外場的人幫客人點完餐以後我們要喊餐給內場的人知道，不然他們不會知道客人要什麼，除了做錯外，也會造成食材的浪費。我覺得我好像把摩斯的外場想得太簡單了。外場要做的事情太多了。除了點餐送餐外，也要檢查客席、廁所、食物保存期限的檢查、補貨物等等。希望我能慢慢的一步一步學好，不要造成別人的負擔。
01/18-01/24,110,8,這個禮拜是我第一次站在主收銀，讓我非常緊張也很崩潰。因為其實我還不太懂按鍵怎麼按，而且我來的時候剛好是優惠活動作多的時候，而且我也不太清楚也不明白要怎麼跟客人解釋。而且有些客人講話也不清楚，有些又是都已經發票出來了，才說要改東西。舉例來說，我們的米漢堡有分白米跟藜麥米，價格就差了5塊錢，所以他們結帳完才說要改成白米，那發票就要作廢也要重新改成新的給他們，就會又浪費大家的時間。所以為了減少我們錯誤，變成我們點餐的時候都會再跟客人多做一次確認，免得又發生客訴問題。   這個禮拜我們店長有說我有進步一些，說結帳的部分有變快很多，但是我還是很怕我做不好，因為其實這邊的客人都要求動作快，所以我有的時候又會因為動作快而按錯一些按紐。不過店ˊ長有說要幫我調內場，說是讓我全場都要會。不過也好，調內場的話，就不會再賠錢了，我單純這個禮拜就賠了300多塊讓我真的是很難過。上班7小時就賠了3小時的錢。哀... 
01/25-01/31,110,8,這個禮拜因為生病的關係，所以我只有上兩天班。但是星期一的時候，由於有新品上市，而內場阿姨還不太熟悉如何製作，導致顧客不愉快，而內場阿姨和顧客發生口角事件。讓我很尷尬。但是在我看來呢，雙方都有錯。因為其實這位顧客來點餐的時候就已經有問題了，要求很多東西，但是因為摩斯秉持著顧客的要求絕對達到，所以當時客人提的要求我們都已經弄好了。結果會吵架的原因是因為，內場阿姨先把後面其他顧客的單先出了，結過問題很多的客人的單還沒給，讓這位客人就生氣，但是我們內場算是開放空間，客人是能直接對到我們內場的客人的，然後內場阿姨覺得他委屈，結果就直接跟客人吵起來了....。
02/01-02/07,110,8,這個禮拜是我過的最充實的一星期。星期一一到店就因為內場阿姨漢堡做錯，我只能坐計程車跑到陽明山的養老院去送漢堡。星期二又遇到外場阿姨跟店長因為餐點問題吵架。星期三我搭配另一個新人，然後我負責控餐，我嚇到心臟差點停掉。星期五我直接被調去炸物區直接現場學習炸物製作。我差點炸到懷疑人生，那陣子看到炸物都怕。但卻讓我有種長大的感覺，有種莫名的成就感，覺得其實我好像也可以做得很好。   雖然這禮拜店內氣氛不是很好，但比起不開心，成就感更多，希望接下來的4個月，我能一天比一天好。然後再去別間店上班~~~(灑花)
02/08-02/14,110,8,這個禮拜沒有上班，因為店長說過年班去年12月就已經排好了~所以我跟另一位新人就爽爽過這個禮拜~~雖然沒有雙倍可以賺，但是爽過也是很好的辣~~
02/15-02/21,110,8,我覺得我最近有點多災多難。因為我之前是腸胃炎休了四天。結果最近去醫院做檢查發現我我因ˋ為壓力太大導致我肩頸韌帶發炎。沒辦法長時間的低頭做同樣的動作很久。復健的時間最少也要3-4個月。醫生有說會幫我開止痛跟肌肉鬆弛劑幫我減輕我的疼痛感。但是也不知道能撐多久。希望我能快點好。 然後最近因為店內業績不好，導致人員排班很吃緊。讓人有點吃不消，如果不是尖峰時間還好，一到尖峰時間人起來的時候，會讓我們忙到快吐出來然後我們店又是兩層樓的，更讓我們忙到都不知道該怎麼辦。希望我們店的業績可以趕快提升。不然繼續縮減下去的話，會讓我們吃不消，也會造成更多人想離職而已。
02/22-02/28,110,8,這個禮拜店長知道我身體狀況以後，幫我把這禮拜的班排少一點。這禮拜遇到的事情也是越來越奇怪。明明點內用，結果說要外帶，有了問需不需要配件說不用，結果又說沒給。有些餐點已經確認過了，又說我們做錯。店內氣氛也是很尷尬，因為這周品保人員來稽查，結果檢查到過期的蒟蒻球外，因為內場阿姨因為做餐沒有跟著該做的sop走，因此害店長被記過。店長也因為這樣罵了內場阿姨。   希望我們下個禮拜店內氣氛能好些，不然再這樣下去，滿讓人窒息的。
03/01-03/07,110,8,這個禮拜遇到一位客人客訴我們說優惠套餐不能點玉米濃湯而客訴我們。我覺得挺搞笑的，因為有跟客人說過，我們優惠套餐就是因為搭配紅茶所以我們也沒辦法。然後就說要客訴還跟我們要電話。我當下差點笑出來，覺得當外場的人真的很難，客人問題太多真的是令人煩惱。然後又因為要趕送餐，在樓梯間跌倒，有夠痛的，但還好餐點沒打翻喔~~可喜可賀~~   希望接下來的3個月可以越來越好，雖然最近過得挺安穩的，但是壓力還是挺大的。有種力不從心的感覺。希望能好好把自己的心情調適一下。
03/08-03/14,110,8,最近跟我們店的開早同事聊天，發現店長的問題其實很多。因為我們開早同事有跟店長說他們開早班的三明治做的順序其實都不太對，然後跟店長說要不要找一天把開早班的同事聚一起教，結果店長說沒時間。然後我們跟他提些問題，結果說不懂我們意思，還問我們說，那你們覺得要怎們解決。讓我們覺得，怎麼會我們這些兼職人員呢?不是應該是我們一起開會討論嗎? 讓我們大家覺得，如果店長再不好好改變的話，感覺會失去很多人才。
03/15-03/21,110,8,果然，我們店內阿姨們吵架了。吵架的原因是因ˋ為補貨。賣早餐的阿姨在完全沒有跟我們站收銀人員說的情況下，直接在群組亂說自己補貨補得很辛苦的事情，然後站收銀的阿姨因為覺得那補貨的位置因為離賣早餐的阿姨很近，然後覺得如果不想補的話就直說，不需要再群組說的那麼可憐，然後就吵架了。但是我覺得其實雙方都有不對辣，因ˋ為賣早餐的阿姨會覺得自己很辛苦期時也不意外，因為他覺得他開早台很辛苦，所以她不想補。但是我們站收銀的我們如果忙起來也不太會去看到外面少什麼。所以我覺得沒什麼好吵的，只是立場不同而已辣。不過有吵架也好，才能讓店長去正視問題。
03/22-03/28,110,8,這個禮拜只被排兩天班，我因為星期五有多加選經濟學，然後星期三返校，星期日家裡有事所以畫休。結果因為這樣...我星期三就開始沒班到星期日。雖然能休這麼多天是很好辣，但是時數不夠對我來說也是負擔。雖然我身體裝況本來就沒辦法上長時間的班。但多天短時數我還是可以的阿...。而且最近店長為了要提升業績，所以就去捷運站賣三明治，然後為了要能提升業績也為了要有人能去顧捷運站的攤子，所以造上又請了一個早餐阿姨...，於是我的時數又被縮減了。   不過也希望店長的決策沒有搓，讓我的時數也能提申回來。不然我怕我再這樣下去，我怕我到5月都這麼少，我就...不用畢業了。
01/11-05/31,110,8,這裡禮拜我跟店長談了些關於早班的問題，像是開早班的開台沒有完成造成我們早班要做東西會來不及。又或者開班阿姨動作太慢影響我們早班人員的問題。雖然有跟店長說我們的問題，但是店長給我們的回答卻是要我們自己不要被影響。我都懷疑店長有沒有心想要解決問題。 其實最近有發現店裡有很多問題，但是都找不到時間大家可以坐下討論解決。不知道這種惡性循環要持續多久。
01/11-05/31,110,8,這個禮拜完全就是適合抱怨的一個禮拜，我其實一直以為我們內場的地板會很濕是因為早上阿姨可能有打掃才會這樣，結果是我們開台阿姨煮紅茶的時候跑去前面弄熱水所以導致水灑的整個地板都是濕的。其實阿姨這樣弄很危險，因為我們很需要再內場走來走去，一個不小心很容易受傷，況且我們內場油炸跟煎台又是那們高溫的東西，碰到真的會不得了的痛(有被燙過真的很痛==)。而且她之前也因為煮紅茶打翻結果噴到天花板去，所以我就覺得她明知內場這麼危險為什麼都要這樣做。我現在在考慮要怎麼跟她說不要這樣做比較好，因為每一個不小心，真的都會造成很多的危險。
